event_date,nodo_id,element_identifier,power_level,transmission_bit_rate,dl_modulation,rltavg,nbi_sys
28-11-2019 1430,HC-0323,HC-0234 DIR HC-0323,23,3021497182,4,-46,SNMP/SIAE
28-11-2019 1430,HC-0019,HC-0323 DIR HC-0019,17,158715174,10,-34,SNMP/SIAE
28-11-2019 1430,HC-0323,HC-0019 DIR HC-0323,17,1188295486,10,-33,SNMP/SIAE
28-11-2019 1430,HC-0338,HC-0327 DIR HC-0338,19,1118900379,10,-39,SNMP/SIAE
28-11-2019 1430,HC-0327,HC-0338 DIR HC-0327,19,3255974084,10,-41,SNMP/SIAE
28-11-2019 1430,HC-0364,HC-0327 dir HC-0364,19,4262824866,10,-43,SNMP/SIAE
28-11-2019 1430,HC-0327,HC-0364 dir HC-0327,19,1051024728,10,-43,SNMP/SIAE
28-11-2019 1430,HC-0242,HC-0264 DIR HC-0242,24,1829425699,7,-49,SNMP/SIAE
28-11-2019 1430,HC-0264,HC-0242 DIR HC-0264,24,2197609666,7,-47,SNMP/SIAE
28-11-2019 1430,HC-0253,HC-0264 DIR HC-0253,23,3332638618,10,-49,SNMP/SIAE
28-11-2019 1430,HC-0264,HC-0253 DIR HC-0264,23,2960320829,10,-49,SNMP/SIAE
